,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
35994,27,Male,Bachelor,111835.0,4.0,Rent,13000,Debtconsolidation,7.65,0.12,5.0,628.0,No,0
35995,24,Male,Associate,97385.0,3.0,Mortgage,4000,Debtconsolidation,6.65,0.04,4.0,667.0,Yes,0
35996,24,Male,Bachelor,118802.0,4.0,Mortgage,23095,Venture,11.66,0.21,3.0,622.0,No,0
35997,32,Male,Bachelor,168663.5,8.0,Mortgage,10000,Personal,11.14,0.05,5.0,696.0,Yes,0
35998,27,Female,Bachelor,133791.0,7.0,Mortgage,23095,Personal,8.14,0.21,7.0,687.0,No,0
35999,38,Male,High School,85086.0,12.0,Mortgage,20842,Debtconsolidation,12.42,0.24,10.0,595.0,Yes,0
36000,33,Male,Bachelor,59375.0,7.0,Rent,6116,Medical,10.58,0.1,6.0,701.0,Yes,0
36001,29,Female,High School,118599.0,7.0,Mortgage,20000,Venture,8.96,0.17,9.0,597.0,Yes,0
36002,30,Female,Associate,81739.0,5.0,Rent,20000,Homeimprovement,13.34,0.24,10.0,587.0,Yes,0
36003,24,Male,High School,39534.0,4.0,Own,3514,Medical,14.19,0.09,3.0,626.0,Yes,0
36004,24,Male,Associate,90974.0,1.0,Rent,1990,Venture,9.93,0.02,3.0,593.0,Yes,0
36005,26,Male,Associate,58893.0,2.0,Mortgage,10000,Personal,8.97,0.17,4.0,629.0,No,0
36006,38,Male,High School,53790.0,16.0,Mortgage,8000,Medical,9.8,0.15,12.0,590.0,Yes,0
36007,39,Female,High School,84741.0,18.5,Rent,6000,Venture,7.9,0.07,13.0,673.0,Yes,0
36008,39,Male,Associate,145233.0,18.5,Mortgage,23095,Medical,9.42,0.2,15.5,672.0,No,0
36009,23,Female,Master,67020.0,3.0,Mortgage,8000,Education,7.49,0.12,4.0,656.0,Yes,0
36010,32,Female,Master,31203.0,13.0,Rent,4990,Venture,7.73,0.16,6.0,704.0,Yes,0
36011,26,Male,Bachelor,43923.0,5.0,Rent,4800,Venture,16.95,0.11,5.0,676.0,Yes,0
36012,31,Female,Associate,135681.0,8.0,Mortgage,3171,Education,6.95,0.02,8.0,497.5,Yes,0
36013,23,Female,Bachelor,60857.0,2.0,Mortgage,2000,Personal,12.06,0.03,3.0,676.0,Yes,0
36014,25,Male,High School,78838.0,3.0,Mortgage,12000,Homeimprovement,12.2,0.15,4.0,635.0,Yes,0
36015,29,Male,Master,73149.0,7.0,Mortgage,4185,Debtconsolidation,8.92,0.06,10.0,565.0,No,0
36016,26,Male,High School,58485.0,2.0,Rent,8000,Debtconsolidation,9.48,0.14,3.0,693.0,Yes,0
36017,28,Female,High School,58322.0,5.0,Own,1500,Venture,13.47,0.03,5.0,617.0,No,0
36018,25,Male,High School,64279.0,0.0,Rent,2214,Debtconsolidation,9.13,0.03,6.0,659.0,No,0
36019,29,Male,Doctorate,32422.0,4.0,Own,4500,Venture,11.54,0.14,5.0,677.0,No,0
36020,24,Male,High School,65978.0,0.0,Mortgage,3000,Debtconsolidation,10.57,0.05,3.0,638.0,Yes,0
36021,23,Male,High School,63157.0,0.0,Mortgage,7200,Personal,11.52,0.11,3.0,498.0,Yes,0
36022,25,Male,High School,40510.0,2.0,Rent,7500,Personal,12.85,0.19,5.0,504.0,Yes,0
36023,22,Male,High School,55562.0,0.0,Rent,5000,Venture,10.3,0.09,5.0,559.0,Yes,0
36024,33,Male,High School,61938.0,13.0,Rent,4790,Personal,12.02,0.08,11.0,638.0,No,0
36025,23,Male,Master,127106.0,2.0,Mortgage,12000,Venture,8.51,0.09,4.0,591.0,Yes,0
36026,23,Male,Bachelor,42667.0,0.0,Rent,6500,Medical,13.22,0.15,4.0,503.0,Yes,0
36027,31,Female,Associate,73892.0,6.0,Rent,8650,Personal,8.49,0.12,8.0,695.0,No,0
36028,39,Female,Associate,118539.0,18.5,Mortgage,5000,Medical,14.29,0.04,15.0,632.0,Yes,0
36029,30,Female,Master,117565.0,7.0,Rent,6922,Debtconsolidation,13.23,0.06,5.0,575.0,Yes,0
36030,26,Male,Bachelor,69239.0,1.0,Mortgage,6000,Venture,6.09,0.09,3.0,624.0,No,0
36031,25,Female,Bachelor,72915.0,5.0,Mortgage,10000,Debtconsolidation,11.23,0.14,3.0,586.0,Yes,0
36032,23,Male,Bachelor,32198.0,1.0,Rent,4000,Medical,9.47,0.12,3.0,580.0,Yes,0
36033,27,Male,Bachelor,53709.0,2.0,Mortgage,8000,Medical,13.71,0.15,4.0,704.0,No,0
36034,31,Male,High School,160005.0,9.0,Mortgage,7994,Personal,13.49,0.05,6.0,667.0,Yes,0
36035,31,Male,Associate,140147.0,8.0,Mortgage,6682,Education,8.43,0.05,10.0,714.0,Yes,0
36036,23,Male,Bachelor,92226.0,0.0,Rent,7000,Education,6.75,0.08,4.0,672.0,No,0
36037,26,Female,Bachelor,104358.0,2.0,Mortgage,20000,Personal,10.01,0.19,4.0,652.0,Yes,0
36038,33,Male,Associate,16684.0,7.0,Rent,1462,Medical,9.59,0.09,7.0,675.0,No,0
36039,24,Female,High School,37012.0,0.0,Rent,6500,Medical,7.82,0.18,5.0,616.0,Yes,0
36040,23,Male,Master,87589.0,0.0,Mortgage,10000,Homeimprovement,11.87,0.11,3.0,694.0,No,0
36041,29,Male,Bachelor,73232.0,6.0,Mortgage,2000,Education,10.86,0.03,6.0,641.0,Yes,0
36042,33,Female,Associate,75482.0,11.0,Rent,3000,Homeimprovement,8.29,0.04,9.0,653.0,No,0
36043,24,Female,High School,56072.0,2.0,Rent,2000,Personal,9.47,0.04,3.0,593.0,Yes,0
36044,24,Female,Bachelor,66993.0,3.0,Mortgage,5500,Venture,7.98,0.08,3.0,675.0,No,0
36045,28,Female,Master,114721.0,4.0,Mortgage,7442,Debtconsolidation,11.89,0.06,6.0,594.0,Yes,0
36046,24,Male,Bachelor,110226.0,3.0,Mortgage,10000,Medical,10.72,0.09,4.0,668.0,No,0
36047,27,Male,Associate,76114.0,2.0,Mortgage,23095,Education,11.5,0.32,5.0,611.0,Yes,0
36048,37,Female,High School,102330.0,15.0,Mortgage,14000,Personal,11.48,0.14,11.0,648.0,Yes,0
36049,27,Male,Bachelor,91082.0,5.0,Rent,15000,Debtconsolidation,10.9,0.16,6.0,508.0,Yes,0
36050,22,Male,High School,85095.0,0.0,Rent,6400,Venture,17.49,0.08,5.0,650.0,No,0
36051,29,Female,Bachelor,66854.0,6.0,Rent,3000,Venture,8.2,0.04,9.0,693.0,No,0
36052,30,Female,Associate,66357.0,7.0,Rent,4873,Education,11.13,0.07,5.0,519.0,Yes,0
36053,34,Male,Bachelor,73220.0,11.0,Mortgage,10174,Personal,11.04,0.14,6.0,597.0,Yes,0
36054,27,Male,Bachelor,109312.0,8.0,Mortgage,20000,Homeimprovement,15.67,0.18,6.0,578.0,Yes,0
36055,22,Female,High School,61323.0,0.0,Mortgage,10000,Education,6.03,0.16,4.0,649.0,No,0
36056,24,Male,High School,102754.0,0.0,Rent,7200,Education,9.24,0.07,4.0,619.0,No,0
36057,27,Male,Bachelor,39403.0,4.0,Own,6505,Venture,14.24,0.17,3.0,687.0,No,0
36058,36,Female,High School,58501.0,13.0,Rent,2500,Personal,7.03,0.04,11.0,597.0,No,0
36059,39,Male,High School,35697.0,18.5,Rent,6849,Education,8.26,0.19,15.5,655.0,No,0
36060,22,Female,Master,61973.0,0.0,Mortgage,22000,Medical,10.94,0.35,3.0,696.0,Yes,0
36061,26,Female,Associate,132605.0,6.0,Mortgage,8000,Venture,12.76,0.06,3.0,629.0,Yes,0
36062,30,Male,Doctorate,94763.0,9.0,Mortgage,20000,Education,11.7,0.21,6.0,711.0,No,0
36063,24,Male,High School,99465.0,1.0,Mortgage,7197,Education,13.94,0.07,4.0,614.0,No,0
36064,22,Male,Bachelor,74194.0,0.0,Rent,7093,Education,13.71,0.1,2.0,553.0,No,0
36065,27,Female,Associate,145164.0,1.0,Mortgage,10000,Debtconsolidation,11.86,0.07,5.0,695.0,Yes,0
36066,26,Female,High School,58707.0,4.0,Mortgage,14118,Venture,11.74,0.24,4.0,635.0,Yes,0
36067,23,Female,High School,59880.0,3.0,Mortgage,6000,Personal,11.62,0.1,4.0,626.0,Yes,0
36068,28,Female,Bachelor,80448.0,5.0,Rent,5000,Venture,7.96,0.06,6.0,651.0,No,0
36069,25,Male,Bachelor,87815.0,3.0,Mortgage,11249,Medical,7.23,0.13,5.0,531.0,Yes,0
36070,26,Male,High School,96932.0,3.0,Rent,20000,Education,7.17,0.21,8.0,503.0,Yes,0
36071,36,Male,Master,58763.0,15.0,Rent,6000,Personal,9.4,0.1,14.0,611.0,Yes,0
36072,23,Female,Bachelor,168663.5,0.0,Mortgage,12000,Personal,5.42,0.06,4.0,597.0,Yes,0
36073,31,Male,Associate,87197.0,7.0,Rent,7000,Personal,5.93,0.08,8.0,621.0,Yes,0
36074,22,Male,Bachelor,121204.0,0.0,Rent,1200,Medical,8.59,0.01,3.0,697.0,No,0
36075,27,Male,Associate,76489.0,3.0,Mortgage,3588,Homeimprovement,6.58,0.05,6.0,581.0,No,0
36076,23,Female,Associate,41770.0,0.0,Mortgage,3135,Venture,8.08,0.08,4.0,622.0,Yes,0
36077,24,Male,High School,65432.0,3.0,Mortgage,7060,Medical,9.1,0.11,2.0,648.0,Yes,0
36078,34,Female,Associate,122301.0,8.0,Mortgage,12000,Medical,7.31,0.1,11.0,658.0,No,0
36079,31,Female,Associate,72915.0,9.0,Own,23095,Venture,12.18,0.33,7.0,648.0,Yes,0
36080,30,Male,Master,114864.0,4.0,Rent,6000,Personal,11.69,0.05,7.0,605.0,Yes,0
36081,26,Female,Bachelor,31271.0,0.0,Rent,4000,Personal,8.51,0.13,4.0,669.0,No,0
36082,26,Female,Doctorate,64279.0,3.0,Mortgage,6000,Education,6.62,0.09,3.0,680.0,Yes,0
36083,22,Female,Master,40382.0,0.0,Rent,5000,Education,10.91,0.12,2.0,545.0,Yes,0
36084,33,Male,Master,72421.0,10.0,Mortgage,3000,Medical,10.38,0.04,6.0,653.0,Yes,0
36085,29,Female,High School,87516.0,9.0,Mortgage,23095,Debtconsolidation,8.09,0.27,9.0,576.0,Yes,0
36086,25,Female,Bachelor,101737.0,2.0,Mortgage,10000,Venture,8.89,0.1,4.0,569.0,No,0
36087,25,Female,High School,51465.0,5.0,Mortgage,3500,Personal,7.19,0.07,4.0,661.0,No,0
36088,36,Male,Associate,19832.0,11.0,Rent,2341,Debtconsolidation,11.77,0.12,10.0,679.0,Yes,0
36089,25,Male,Associate,76527.0,3.0,Rent,12000,Medical,13.56,0.16,3.0,583.0,Yes,0
36090,24,Female,Bachelor,24963.0,4.0,Rent,3500,Medical,11.32,0.14,3.0,642.0,Yes,0
36091,29,Female,Bachelor,168663.5,3.0,Mortgage,23095,Venture,12.79,0.13,8.0,650.0,Yes,0
36092,29,Male,High School,89960.0,6.0,Mortgage,23095,Venture,11.49,0.28,6.0,549.0,Yes,0
36093,34,Male,Bachelor,130402.0,12.0,Mortgage,9939,Debtconsolidation,7.97,0.08,8.0,700.0,Yes,0
36094,30,Female,Bachelor,133080.0,6.0,Rent,18000,Debtconsolidation,8.19,0.14,7.0,671.0,No,0
36095,37,Female,Associate,48874.0,17.0,Own,13959,Homeimprovement,10.64,0.29,15.5,698.0,No,0
36096,24,Female,High School,157008.0,3.0,Own,23095,Venture,11.42,0.15,3.0,595.0,No,0
36097,23,Female,Master,145321.0,0.0,Mortgage,10000,Education,9.53,0.07,3.0,566.0,Yes,0
36098,26,Male,Associate,65433.0,6.0,Rent,6000,Education,6.28,0.09,5.0,679.0,Yes,0
36099,31,Female,Bachelor,82777.0,7.0,Rent,18000,Medical,10.0,0.22,10.0,678.0,Yes,0
36100,24,Female,High School,58724.0,0.0,Rent,7200,Personal,11.91,0.12,4.0,635.0,Yes,0
36101,33,Male,Master,168663.5,8.0,Mortgage,5656,Education,10.26,0.03,10.0,612.0,Yes,0
36102,34,Female,Associate,145131.0,9.0,Mortgage,16801,Education,6.91,0.12,6.0,628.0,Yes,0
36103,27,Male,Associate,46227.0,2.0,Rent,1704,Debtconsolidation,8.48,0.04,7.0,615.0,Yes,0
36104,30,Male,Bachelor,133108.0,4.0,Mortgage,16000,Education,14.49,0.12,10.0,709.0,Yes,0
36105,26,Male,High School,54900.0,5.0,Rent,10400,Venture,10.45,0.19,4.0,546.0,No,0
36106,23,Female,Associate,40626.0,0.0,Rent,1823,Education,5.49,0.04,3.0,568.0,Yes,0
36107,30,Male,Bachelor,97947.0,10.0,Mortgage,20000,Homeimprovement,9.8,0.2,8.0,630.0,No,0
36108,22,Male,Bachelor,64241.0,1.0,Rent,10000,Education,10.56,0.16,4.0,658.0,Yes,0
36109,22,Male,Bachelor,65941.0,0.0,Mortgage,10000,Personal,10.72,0.15,4.0,583.0,Yes,0
36110,27,Male,High School,164467.0,6.0,Mortgage,9925,Venture,10.49,0.06,5.0,625.0,No,0
36111,23,Male,Associate,82871.0,1.0,Rent,11264,Personal,8.57,0.14,4.0,602.0,Yes,0
36112,26,Male,Bachelor,80262.0,6.0,Mortgage,2456,Venture,11.14,0.03,5.0,631.0,Yes,0
36113,24,Female,Master,60822.0,1.0,Rent,6000,Personal,11.45,0.1,3.0,686.0,Yes,0
36114,23,Male,Master,58468.0,0.0,Rent,5000,Debtconsolidation,10.78,0.09,4.0,521.0,No,0
36115,37,Male,High School,168663.5,16.0,Rent,21567,Venture,11.25,0.11,11.0,586.0,Yes,0
36116,39,Male,Associate,63591.0,18.0,Rent,5000,Debtconsolidation,11.13,0.08,11.0,650.0,Yes,0
36117,38,Male,High School,121189.0,14.0,Rent,5000,Education,9.71,0.04,10.0,605.0,No,0
36118,25,Male,Bachelor,85044.0,2.0,Rent,8000,Education,15.96,0.09,3.0,643.0,Yes,0
36119,24,Female,High School,114879.0,0.0,Mortgage,23095,Education,7.85,0.3,4.0,650.0,Yes,0
36120,27,Male,Bachelor,94665.0,5.0,Mortgage,5122,Homeimprovement,8.56,0.05,8.0,699.0,Yes,0
36121,34,Male,Bachelor,118644.0,10.0,Mortgage,20000,Venture,9.62,0.17,9.0,664.0,No,0
36122,34,Female,Master,77990.0,7.0,Mortgage,7191,Medical,7.43,0.09,7.0,688.0,Yes,0
36123,34,Male,Bachelor,60947.0,10.0,Rent,4000,Debtconsolidation,11.46,0.07,6.0,689.0,No,0
36124,24,Female,Bachelor,109136.0,0.0,Mortgage,12000,Education,12.18,0.11,3.0,701.0,Yes,0
36125,29,Female,Associate,98084.0,6.0,Rent,12000,Personal,10.42,0.12,7.0,628.0,No,0
36126,26,Male,Associate,39595.0,0.0,Rent,6520,Education,10.64,0.16,4.0,683.0,No,0
36127,27,Male,Master,87537.0,2.0,Rent,7000,Education,10.04,0.08,4.0,668.0,Yes,0
36128,22,Male,Associate,87171.0,0.0,Mortgage,13055,Homeimprovement,10.0,0.15,3.0,616.0,Yes,0
36129,24,Male,High School,159560.0,2.0,Mortgage,23095,Education,8.49,0.18,3.0,621.0,No,0
36130,29,Male,High School,49146.0,6.0,Own,6400,Venture,7.64,0.13,7.0,547.0,Yes,0
36131,38,Female,Associate,121270.0,14.0,Mortgage,8000,Education,7.58,0.07,13.0,662.0,Yes,0
36132,23,Female,High School,168663.5,0.0,Mortgage,4958,Debtconsolidation,8.83,0.02,4.0,584.0,Yes,0
36133,33,Male,High School,67128.0,10.0,Rent,3500,Debtconsolidation,10.65,0.05,8.0,630.0,Yes,0
36134,24,Male,Master,38686.0,1.0,Rent,2174,Personal,8.71,0.06,4.0,687.0,Yes,0
36135,24,Female,Bachelor,145059.0,0.0,Mortgage,10000,Education,6.65,0.07,4.0,660.0,No,0
36136,24,Female,Master,97300.0,0.0,Mortgage,5514,Medical,8.82,0.06,2.0,667.0,Yes,0
36137,25,Female,High School,77643.0,1.0,Mortgage,8000,Venture,10.94,0.1,3.0,568.0,Yes,0
36138,33,Female,Bachelor,65328.0,12.0,Mortgage,23095,Personal,10.5,0.37,6.0,586.0,Yes,0
36139,27,Female,Associate,61204.0,2.0,Mortgage,3000,Personal,12.87,0.05,4.0,611.0,No,0
36140,28,Male,Master,51503.0,5.0,Rent,2292,Venture,10.17,0.04,5.0,639.0,Yes,0
36141,24,Female,High School,69417.0,0.0,Mortgage,12888,Personal,7.9,0.19,3.0,598.0,Yes,0
36142,22,Female,High School,51374.0,0.0,Rent,5000,Medical,7.68,0.1,4.0,572.0,Yes,0
36143,27,Female,High School,163083.0,2.0,Mortgage,10800,Venture,10.2,0.07,7.0,626.0,Yes,0
36144,27,Male,Bachelor,102887.0,5.0,Rent,6000,Debtconsolidation,9.89,0.06,4.0,670.0,Yes,0
36145,30,Male,Associate,168663.5,7.0,Mortgage,15053,Homeimprovement,6.25,0.07,7.0,630.0,Yes,0
36146,30,Female,High School,81227.0,9.0,Mortgage,4000,Venture,10.09,0.05,8.0,673.0,No,0
36147,28,Male,Bachelor,45277.0,7.0,Rent,3000,Medical,11.12,0.07,6.0,660.0,Yes,0
36148,22,Male,Bachelor,168663.5,0.0,Mortgage,2314,Personal,8.28,0.01,3.0,594.0,No,0
36149,27,Male,Associate,47096.0,6.0,Rent,3160,Debtconsolidation,12.63,0.07,4.0,654.0,Yes,0
36150,26,Male,Associate,168663.5,3.0,Mortgage,12033,Debtconsolidation,8.11,0.07,4.0,638.0,No,0
36151,22,Female,Associate,32675.0,1.0,Rent,4640,Personal,12.0,0.14,3.0,666.0,Yes,0
36152,36,Female,Bachelor,90820.0,13.0,Mortgage,10000,Homeimprovement,11.75,0.11,12.0,696.0,Yes,0
36153,24,Male,Master,145213.0,2.0,Mortgage,23095,Education,15.26,0.17,3.0,627.0,No,0
36154,30,Male,Bachelor,51859.0,6.0,Rent,5500,Education,10.75,0.11,8.0,497.5,Yes,0
36155,34,Male,Bachelor,95782.0,10.0,Mortgage,4800,Homeimprovement,9.22,0.05,6.0,641.0,Yes,0
36156,39,Male,High School,114907.0,18.5,Mortgage,21600,Homeimprovement,13.92,0.19,12.0,640.0,Yes,0
36157,25,Female,High School,146171.0,3.0,Mortgage,20277,Homeimprovement,10.83,0.14,2.0,617.0,Yes,0
36158,33,Male,Master,72770.0,10.0,Rent,10000,Personal,11.43,0.14,9.0,734.0,No,0
36159,27,Female,Associate,46426.0,8.0,Own,6500,Medical,5.63,0.14,6.0,625.0,Yes,0
36160,24,Female,Bachelor,102917.0,2.0,Mortgage,10000,Medical,11.74,0.1,4.0,647.0,Yes,0
36161,22,Male,High School,31546.0,0.0,Rent,6000,Medical,7.54,0.19,3.0,533.0,Yes,0
36162,31,Female,Bachelor,114699.0,10.0,Mortgage,23095,Education,13.35,0.21,10.0,700.0,Yes,0
36163,22,Male,Bachelor,80480.0,2.0,Rent,2416,Education,10.79,0.03,3.0,653.0,Yes,0
36164,23,Male,Associate,120988.0,0.0,Mortgage,10000,Venture,10.64,0.08,3.0,586.0,Yes,0
36165,26,Female,Associate,127001.0,7.0,Mortgage,10000,Education,9.76,0.08,3.0,648.0,No,0
36166,29,Male,Bachelor,51550.0,5.0,Rent,3000,Medical,12.41,0.06,5.0,709.0,Yes,0
36167,29,Male,Bachelor,144804.0,6.0,Mortgage,5000,Debtconsolidation,9.11,0.03,6.0,638.0,Yes,0
36168,30,Female,Associate,69057.0,6.0,Rent,4000,Homeimprovement,7.97,0.06,9.0,653.0,Yes,0
36169,27,Male,Associate,84978.0,3.0,Rent,15000,Personal,16.43,0.18,5.0,644.0,Yes,0
36170,35,Male,Master,49194.0,11.0,Rent,8000,Debtconsolidation,7.01,0.16,6.0,665.0,No,0
36171,26,Male,Master,133019.0,4.0,Mortgage,18000,Medical,11.07,0.14,5.0,568.0,Yes,0
36172,25,Male,Associate,64564.0,0.0,Mortgage,4481,Venture,7.2,0.07,5.0,631.0,Yes,0
36173,22,Female,Bachelor,96688.0,0.0,Mortgage,5000,Medical,8.91,0.05,3.0,672.0,Yes,0
36174,26,Male,Associate,40581.0,3.0,Rent,4000,Debtconsolidation,6.59,0.1,7.0,652.0,No,0
36175,32,Male,Bachelor,53197.0,8.0,Rent,10000,Personal,10.6,0.19,6.0,684.0,Yes,0
36176,22,Male,Bachelor,25208.0,0.0,Rent,2500,Education,14.2,0.1,4.0,690.0,No,0
36177,25,Male,High School,103307.0,0.0,Mortgage,10095,Venture,13.03,0.1,5.0,620.0,No,0
36178,30,Female,Master,60949.0,6.0,Mortgage,1874,Venture,8.06,0.03,9.0,649.0,No,0
36179,36,Male,High School,48757.0,10.0,Rent,11337,Personal,15.8,0.23,11.0,641.0,Yes,0
36180,22,Male,High School,168663.5,2.0,Mortgage,2087,Venture,8.4,0.01,5.0,672.0,Yes,0
36181,33,Female,High School,48755.0,11.0,Mortgage,16600,Medical,9.1,0.34,7.0,652.0,Yes,0
36182,28,Male,Bachelor,69363.0,3.0,Mortgage,12988,Personal,9.45,0.19,5.0,693.0,Yes,0
36183,23,Female,High School,24016.0,2.0,Own,2877,Personal,8.23,0.12,3.0,671.0,No,0
36184,29,Female,Bachelor,168663.5,4.0,Mortgage,8371,Venture,11.66,0.05,4.0,648.0,Yes,0
36185,24,Male,Bachelor,87467.0,0.0,Rent,12000,Medical,14.23,0.14,4.0,678.0,Yes,0
36186,39,Male,Doctorate,34608.0,18.0,Own,7500,Education,8.82,0.22,13.0,673.0,Yes,0
36187,26,Female,Associate,91147.0,3.0,Rent,10543,Education,7.99,0.12,7.0,593.0,Yes,0
36188,25,Male,Master,67139.0,1.0,Rent,9000,Venture,14.2,0.13,2.0,650.0,Yes,0
36189,24,Female,High School,107837.0,0.0,Mortgage,15000,Homeimprovement,17.57,0.14,4.0,639.0,No,0
36190,26,Male,High School,82436.0,0.0,Rent,10000,Education,14.36,0.12,4.0,619.0,Yes,0
36191,23,Male,Associate,137340.0,3.0,Mortgage,8000,Education,9.61,0.06,4.0,604.0,Yes,0
36192,29,Female,High School,111348.0,9.0,Rent,23095,Venture,19.34,0.22,9.0,580.0,Yes,0
36193,23,Female,Bachelor,65739.0,0.0,Mortgage,3000,Debtconsolidation,10.6,0.05,4.0,569.0,Yes,0
36194,28,Female,Associate,15500.0,8.0,Rent,1667,Venture,11.29,0.11,5.0,684.0,No,0
36195,33,Female,Associate,36826.0,10.0,Rent,1216,Education,11.26,0.03,9.0,595.0,Yes,0
36196,23,Male,Bachelor,51847.0,1.0,Rent,6500,Education,9.45,0.13,3.0,720.0,Yes,0
36197,29,Male,Associate,52756.0,4.0,Rent,4646,Personal,6.07,0.09,6.0,570.0,Yes,0
36198,33,Female,High School,103103.0,7.0,Mortgage,14000,Personal,8.77,0.14,5.0,540.0,Yes,0
36199,21,Female,Associate,61252.0,0.0,Rent,7000,Venture,10.38,0.11,4.0,571.0,Yes,0
36200,24,Female,Associate,127063.0,0.0,Mortgage,12000,Venture,12.63,0.09,2.0,582.0,Yes,0
36201,34,Male,Master,58561.0,10.0,Mortgage,5000,Debtconsolidation,11.3,0.09,10.0,607.0,No,0
36202,28,Female,Master,88324.0,8.0,Mortgage,15000,Homeimprovement,11.38,0.17,7.0,585.0,No,0
36203,24,Female,Master,39662.0,1.0,Rent,4786,Venture,10.35,0.12,3.0,700.0,No,0
36204,27,Female,High School,133021.0,4.0,Mortgage,16000,Homeimprovement,15.15,0.12,8.0,584.0,Yes,0
36205,34,Male,Associate,87312.0,9.0,Mortgage,10758,Education,7.42,0.12,9.0,548.0,Yes,0
36206,24,Male,High School,28759.0,0.0,Rent,1559,Medical,9.63,0.05,2.0,589.0,Yes,0
36207,25,Female,High School,35631.0,2.0,Rent,1552,Personal,7.16,0.04,3.0,532.0,No,0
36208,29,Female,Bachelor,66830.0,5.0,Mortgage,5000,Venture,11.01,0.07,9.0,668.0,Yes,0
36209,26,Female,Associate,66771.0,6.0,Mortgage,15000,Medical,9.97,0.22,2.0,587.0,No,0
36210,23,Female,Associate,91217.0,4.0,Mortgage,16084,Venture,8.83,0.18,3.0,670.0,No,0
36211,25,Male,Bachelor,61109.0,5.0,Rent,8000,Education,16.7,0.13,3.0,641.0,Yes,0
36212,32,Female,Associate,86024.0,10.0,Mortgage,14000,Medical,7.02,0.16,5.0,653.0,No,0
36213,24,Female,Associate,48848.0,0.0,Rent,3000,Personal,10.83,0.06,4.0,620.0,Yes,0
36214,33,Male,Doctorate,28271.0,10.0,Own,6822,Education,10.47,0.24,9.0,635.0,No,0
36215,24,Female,Bachelor,57624.0,0.0,Own,4000,Personal,9.5,0.07,4.0,668.0,Yes,0
36216,24,Male,Master,156826.0,2.0,Own,23095,Venture,11.35,0.15,3.0,643.0,Yes,0
36217,26,Male,Associate,97163.0,2.0,Rent,20000,Education,10.05,0.21,6.0,643.0,No,0
36218,32,Male,Master,114953.0,9.0,Mortgage,7481,Venture,9.54,0.07,12.0,681.0,Yes,0
36219,27,Male,Associate,129412.0,3.0,Mortgage,23095,Personal,11.44,0.19,5.0,710.0,Yes,0
36220,24,Female,High School,84927.0,0.0,Rent,6000,Education,13.02,0.07,2.0,654.0,Yes,0
36221,23,Male,High School,84858.0,3.0,Rent,12000,Education,10.63,0.14,3.0,616.0,Yes,0
36222,25,Female,Master,91306.0,3.0,Mortgage,5000,Venture,12.75,0.05,4.0,665.0,Yes,0
36223,28,Male,Bachelor,79099.0,2.0,Mortgage,6241,Personal,11.3,0.08,4.0,708.0,No,0
36224,27,Male,Master,121155.0,2.0,Mortgage,13000,Personal,11.96,0.11,6.0,659.0,Yes,0
36225,25,Male,High School,96914.0,1.0,Mortgage,2670,Homeimprovement,10.73,0.03,4.0,600.0,Yes,0
36226,26,Female,High School,57337.0,3.0,Rent,12774,Education,11.74,0.22,2.0,658.0,Yes,0
36227,23,Female,Associate,67305.0,2.0,Rent,5000,Education,13.61,0.07,2.0,612.0,Yes,0
36228,32,Male,Associate,62129.0,9.0,Rent,15000,Debtconsolidation,11.45,0.24,9.0,664.0,No,0
36229,30,Female,Associate,75319.0,8.0,Mortgage,15000,Education,6.53,0.2,10.0,585.0,No,0
36230,32,Male,Bachelor,39393.0,7.0,Mortgage,1200,Education,9.16,0.03,12.0,706.0,No,0
36231,31,Male,Associate,97305.0,8.0,Rent,6419,Medical,10.35,0.07,9.0,609.0,No,0
36232,22,Female,Associate,73054.0,1.0,Mortgage,5000,Debtconsolidation,6.47,0.07,4.0,613.0,Yes,0
36233,23,Male,High School,69390.0,2.0,Mortgage,12000,Education,10.21,0.17,2.0,618.0,Yes,0
36234,35,Male,Associate,58449.0,14.0,Rent,3000,Education,5.64,0.05,11.0,653.0,Yes,0
36235,24,Female,Master,64478.0,0.0,Rent,3000,Medical,12.99,0.05,3.0,639.0,Yes,0
36236,23,Female,Master,73162.0,3.0,Rent,3000,Debtconsolidation,8.32,0.04,3.0,659.0,Yes,0
36237,24,Male,High School,85401.0,0.0,Other,9000,Personal,9.9,0.11,2.0,622.0,No,0
36238,28,Male,High School,78802.0,7.0,Rent,6000,Medical,11.19,0.08,9.0,646.0,No,0
36239,28,Female,Bachelor,168663.5,6.0,Mortgage,5443,Debtconsolidation,18.43,0.03,6.0,654.0,No,0
36240,29,Male,Master,110352.0,7.0,Mortgage,2013,Debtconsolidation,11.53,0.02,8.0,652.0,Yes,0
36241,25,Female,Bachelor,67333.0,0.0,Mortgage,15000,Medical,11.01,0.22,3.0,702.0,No,0
36242,25,Female,Associate,37020.0,1.0,Own,5000,Personal,10.78,0.14,4.0,605.0,Yes,0
36243,29,Female,Bachelor,140149.0,8.0,Rent,7014,Debtconsolidation,6.65,0.05,8.0,657.0,Yes,0
36244,23,Female,Associate,46048.0,0.0,Rent,3200,Education,12.98,0.07,3.0,656.0,Yes,0
